filename,artist,title,style,genre,date,
82759.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Don Quixote and Sancho Pansa,Impressionism,literary painting,,
20881.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Self-Portrait,Post-Impressionism,self-portrait,1887,
5063.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Trees and Undergrowth,Post-Impressionism,landscape,1887,
47589.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,A Pair of Leather Clogs,Post-Impressionism,still life,1888,
39698.jpg,63e73f693e541f53d98ed6c93d03ef40,Young woman's head on a pink background,Impressionism,portrait,1912,
253.jpg,3cc9a44380296d93e68b71a27643c25f,The farm of Bellevue,Post-Impressionism,landscape,1892,
39095.jpg,a6027a4ba71b61a55ea598379c9d508c,The Savoy Girl,Impressionism,portrait,1873,
46479.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,In the Hills,Impressionism,landscape,1912,
88956.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Elsie in a Blue Chair,Impressionism,portrait,1880,
27765.jpg,a6027a4ba71b61a55ea598379c9d508c,A Cotton Office in New Orleans,Impressionism,genre painting,1873,
61440.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Roadway with Underpass The Viaduct,Post-Impressionism,landscape,1887,
40642.jpg,3cc9a44380296d93e68b71a27643c25f,The Great Pine,Post-Impressionism,landscape,1889,
98124.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life with Flowers and Fruit,Post-Impressionism,still life,1890,
31928.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Plaster Statuette of a Horse,Post-Impressionism,still life,1886,
26839.jpg,842ee3eb69739667200e5b92cb398824,Porto de Mônaco,Post-Impressionism,landscape,1926,
40012.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Vineyards with a View of Auvers,Post-Impressionism,landscape,1890,
71477.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Still Life,Post-Impressionism,flower painting,1889,
72196.jpg,1a8d67dbb446bdc4298cc0be56932a38,Etretat the Aval Door Fishing Boats Leaving the Harbour,Impressionism,landscape,1885,
71371.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Zouave,Post-Impressionism,portrait,1888,
71349.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Old Man in Sorrow (On the Threshold of Eternity),Post-Impressionism,portrait,1890,
18464.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Field of Spring Wheat at Sunrise,Post-Impressionism,landscape,1889,
54240.jpg,a6d1f57b6d5f2566e9feb2c781d5667b,Versailles,Impressionism,landscape,,
97088.jpg,f02369856dac75a59c92393f5a1f1912,Presso al lago,Impressionism,portrait,1879,
32044.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,"The Good Samaritan, after Delacroix",Post-Impressionism,religious painting,1890,
18446.jpg,a6027a4ba71b61a55ea598379c9d508c,Two Laundresses and a Horse,Impressionism,genre painting,1902,
56913.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Still Life with Lemons on a Plate,Post-Impressionism,still life,1887,
67032.jpg,28af2c0bffbfe423dc5b8b9b6aaf2415,The Carnations,Impressionism,still life,,
39599.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Two Cut Sunflowers,Post-Impressionism,still life,1887,
80842.jpg,1a8d67dbb446bdc4298cc0be56932a38,Fishing on the River Epte,Impressionism,genre painting,1887,
37935.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Ball at the Moulin de la Galette,Post-Impressionism,genre painting,1889,
55894.jpg,1a8d67dbb446bdc4298cc0be56932a38,Rouen Cathedral,Impressionism,cityscape,1894,
57167.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Portrait of Patience Escalier,Post-Impressionism,portrait,1888,
56971.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Plaster Statuette of a Female Torso,Post-Impressionism,still life,,
85906.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Two Peasant Women Digging in Field with Snow,Post-Impressionism,genre painting,1890,
92653.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Madame Roulin Rocking the Cradle (A lullaby),Post-Impressionism,portrait,1889,
52087.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Enclosed Field behind Saint-Paul Hospital,Post-Impressionism,landscape,1889,
27526.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,On the Shore,Impressionism,genre painting,c.1853,
76534.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,"Still Life with Drawing Board, Pipe, Onions and Sealing-Wax",Post-Impressionism,still life,1889,
72714.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Self-Portrait with Dark Felt Hat,Post-Impressionism,self-portrait,1886,
23422.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Promenoir the Moulin Rouge,Post-Impressionism,genre painting,1895,
82624.jpg,dd4989789d310581024ae2b9203d5439,Portrait of the couple Sisley,Impressionism,portrait,1868,
28542.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,The Raising of Lazarus after Rembrandt,Post-Impressionism,religious painting,1890,
57968.jpg,dd1632620669a880e3fc3896547c10ce, Road in Dutch Village,Impressionism,genre painting,1885,
25745.jpg,54e7b38b5c91716bd3ad99a0ab740a18,October,Impressionism,portrait,c.1878,
75795.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,The Starry Night,Post-Impressionism,sketch and study,1889,
11704.jpg,1a8d67dbb446bdc4298cc0be56932a38,Woman Sitting under the Willows,Impressionism,landscape,1880,
67204.jpg,6e0249627c61232a1a19cef6b86725cb,The Reading Light,Impressionism,genre painting,1884,
539.jpg,45f4183820ce1fa775f8a27d3120aad6,The Village of Novgorod Governorate,Post-Impressionism,landscape,1912,
101893.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Ruhendes Modell,Post-Impressionism,genre painting,1896,
73117.jpg,f8eb8562e3a8e1961e35893052a3da7e,The morning catch,Impressionism,marina,,
34183.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Boats Regatta at Argenteuil,Impressionism,landscape,1874,
41679.jpg,5d1aeb27950c4f9eca4ba53e74631b52,Il passo della Futa,Impressionism,landscape,1914,
62513.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Rue Montargueil with Flags,Impressionism,cityscape,1878,
83311.jpg,f02369856dac75a59c92393f5a1f1912,Woman on the Beach,Impressionism,genre painting,,
36995.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Peasant Woman Binding Sheaves after Millet,Post-Impressionism,genre painting,1889,
100880.jpg,3cc9a44380296d93e68b71a27643c25f,Self-portrait with white turbaned (detail),Post-Impressionism,self-portrait,1882,
72591.jpg,a6027a4ba71b61a55ea598379c9d508c,After the Bath,Impressionism,nude painting (nu),1886,
57608.jpg,74a1dad53214d04514269a188f16683a,Willow tree by the lake,Post-Impressionism,landscape,1890,
76587.jpg,1a8d67dbb446bdc4298cc0be56932a38,"The Promenade, Woman with a Parasol",Impressionism,genre painting,1875,
72516.jpg,c4dd83cc13ff6d1e3f51c04aa4eaa877,Still Life with Pumpkin,Post-Impressionism,still life,c.1905,
53486.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,Prickly Pear in Blossom,Impressionism,landscape,,
57154.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,"Portrait of Trabuc, an Attendant at Saint-Paul Hospital",Post-Impressionism,portrait,1889,
61438.jpg,a6027a4ba71b61a55ea598379c9d508c,Three girls sitting en face,Impressionism,sketch and study,1879,
10421.jpg,300c247c7a4d15b038983f91b1f837e2,Unter den Linden,Impressionism,cityscape,1913,
63466.jpg,83518d02afc5754dd9e79985f56c3355,"Notre Dame, St. Michael, under the snow",Post-Impressionism,cityscape,,
34647.jpg,a6027a4ba71b61a55ea598379c9d508c,The Green Dancer,Impressionism,genre painting,1879,
23506.jpg,3cc9a44380296d93e68b71a27643c25f,Portrait of Gustave Geffroy,Post-Impressionism,portrait,1895,
95390.jpg,1a8d67dbb446bdc4298cc0be56932a38,"The Artist's House, View from the Rose Garden",Impressionism,landscape,1924,
69568.jpg,234c8d1df0b49b512791078cf00cf352,The Banks of the Oise,Impressionism,landscape,1878,
61040.jpg,24ed88087b0ffeb763e89a197a5cde0d,Eugene Manet on the Isle of Wight ,Impressionism,genre painting,,
76137.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Two Cypresses,Post-Impressionism,landscape,1889,
77001.jpg,a6027a4ba71b61a55ea598379c9d508c,Dancers at the Barre,Impressionism,genre painting,c.1905,
2850.jpg,3070182db82f8b5d908168d99bed421e,Heeze,Post-Impressionism,landscape,,
41768.jpg,481c5c92d55717167e01821144a54635,"The Stage on the Road from Ennery to l'Hermigate, Pontoise",Impressionism,landscape,,
77254.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Seated Woman in the Garden of Mr. Forest Justine Dieuhl,Post-Impressionism,portrait,1890,
49037.jpg,83518d02afc5754dd9e79985f56c3355,St.Denis,Post-Impressionism,cityscape,,
82596.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,First Touch of Autumn,Impressionism,landscape,,
100388.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life with Apples,Post-Impressionism,still life,1894,
36173.jpg,3cc9a44380296d93e68b71a27643c25f,Dish of Apples,Post-Impressionism,still life,1879,
21602.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Maternal Kiss,Impressionism,genre painting,1896,
76842.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Village Street and Steps in Auvers with Figures,Post-Impressionism,cityscape,1890,
26182.jpg,a6027a4ba71b61a55ea598379c9d508c,Ballerina and Lady with a Fan,Impressionism,genre painting,1885,
3509.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life with Pomegranate and Pears,Post-Impressionism,still life,1893,
66688.jpg,a6027a4ba71b61a55ea598379c9d508c,Study for the Self Portrait,Impressionism,self-portrait,1855,
44204.jpg,50591a7061fb340d875723f38e00cc3b,"Columbian Exposition, Chicago",Impressionism,cityscape,1892,
75570.jpg,821cc8348e92c1dd6e2308b4d578fa25,Gallant green,Post-Impressionism,cityscape,1926,
6103.jpg,234c8d1df0b49b512791078cf00cf352,The Loing at Moret,Impressionism,cityscape,1885,
64547.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,View of Arles with Irises in the Foreground,Post-Impressionism,landscape,1888,
70236.jpg,234c8d1df0b49b512791078cf00cf352,The Washerwomen of Moret,Impressionism,genre painting,1888,
13937.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Maxime Dethomas At the Ball of the Opera,Post-Impressionism,portrait,1896,
57816.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life Flowers in a Vase,Post-Impressionism,flower painting,1888,
74570.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Sloping Path in Montmartre,Post-Impressionism,genre painting,1886,
21052.jpg,3cc9a44380296d93e68b71a27643c25f,The Alley at Chantilly,Post-Impressionism,landscape,1888,
87953.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Barn and Farmhouse,Post-Impressionism,landscape,,
72470.jpg,3cc9a44380296d93e68b71a27643c25f,Peasant in a Blue Smock ,Post-Impressionism,portrait,c.1897,
76519.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Path Through a Field with Willows,Post-Impressionism,landscape,1888,
76176.jpg,3cc9a44380296d93e68b71a27643c25f,"Still life, bottle of rum",Post-Impressionism,still life,1890,
73872.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Trees in a Field on a Sunny Day,Post-Impressionism,landscape,1887,
70193.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Still Life,Post-Impressionism,flower painting,1888,
25218.jpg,3cc9a44380296d93e68b71a27643c25f,Young Italian Girl Resting on Her Elbow,Post-Impressionism,portrait,1896,
53407.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,"Monsieur, Madame and the Dog (Coupled brothel keepers)",Post-Impressionism,genre painting,c.1894,
20089.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Helene de Septeuil,Impressionism,genre painting,1889,
83312.jpg,3cc9a44380296d93e68b71a27643c25f,Bank of the Oise,Post-Impressionism,landscape,1888,
44199.jpg,3cc9a44380296d93e68b71a27643c25f,Bacchanalia. The Battle of Love,Post-Impressionism,mythological painting,1880,
50070.jpg,24ed88087b0ffeb763e89a197a5cde0d,The Cradle,Impressionism,genre painting,1872,
33835.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,The Seine with the Pont de la Grande Jette,Post-Impressionism,cityscape,1887,
74291.jpg,234c8d1df0b49b512791078cf00cf352,"Normandy, the water path, in the evening at Sahurs",Impressionism,landscape,1894,
2238.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Seine at Vetheuil ,Impressionism,cityscape,1879,
10905.jpg,6d01e8e855f74b7f149eb8d4fedf2e22,George W. Davis ,Impressionism,portrait,1900,
38424.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Willows,Impressionism,landscape,1885,
17063.jpg,821cc8348e92c1dd6e2308b4d578fa25,Anemones,Post-Impressionism,flower painting,1953,
66446.jpg,3cc9a44380296d93e68b71a27643c25f,Pine and Aqueduct,Post-Impressionism,landscape,c.1900,
753.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Lilacs in a Window,Impressionism,still life,c.1880,
72242.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life with Apples ,Post-Impressionism,still life,1894,
95854.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Route a Vetheuil,Impressionism,landscape,1878,
24411.jpg,12b5ed543127a1a4b92ab9b548e903d5,Female silhouette against the background of the castle,Post-Impressionism,cityscape,1911,
39113.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,At the Rat Mort,Post-Impressionism,genre painting,1899,
11293.jpg,30134467c49a3350f74b4311506f8386,Interior with Flowers,Post-Impressionism,still life,1919,
41344.jpg,3cc9a44380296d93e68b71a27643c25f,The House with the Cracked Walls,Post-Impressionism,landscape,1894,
96266.jpg,3cc9a44380296d93e68b71a27643c25f,Madame Cezanne with Unbound Hair,Post-Impressionism,portrait,c.1887,
61079.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Portrait of Adeline Ravoux,Post-Impressionism,portrait,1890,
78840.jpg,234c8d1df0b49b512791078cf00cf352,Church of Moret,Impressionism,cityscape,1893,
8774.jpg,234c8d1df0b49b512791078cf00cf352,Houses on the banks of the Loing,Impressionism,landscape,1889,
62040.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Sailing Boat on the Seine at Asnieres,Post-Impressionism,sketch and study,1887,
82366.jpg,dd1632620669a880e3fc3896547c10ce,Children's playground in Tiergarten park in Berlin,Impressionism,genre painting,c.1885,
62516.jpg,50591a7061fb340d875723f38e00cc3b,"Allies Day, May",Impressionism,cityscape,1917,
97893.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Peach Tree in Bloom (in memory of Mauve) ,Post-Impressionism,landscape,1888,
53803.jpg,3cc9a44380296d93e68b71a27643c25f,"Still life, peppermint bottle",Post-Impressionism,still life,1895,
98493.jpg,3cc9a44380296d93e68b71a27643c25f,The Gulf of Marseille Seen from L'Estaque,Post-Impressionism,landscape,c.1885,
25088.jpg,dd4989789d310581024ae2b9203d5439,Pont Neuf,Impressionism,cityscape,1872,
96357.jpg,3cbc8bc4a88d67bda34c2d436212e2cf,Returning from the market,Impressionism,genre painting,1870,
4865.jpg,3cc9a44380296d93e68b71a27643c25f,The Bridge at Maincy ,Impressionism,landscape,1879,
27944.jpg,234c8d1df0b49b512791078cf00cf352,Walnut trees at sunset in early October,Impressionism,landscape,c.1882,
85713.jpg,1a8d67dbb446bdc4298cc0be56932a38,Villas at Bordighera 03,Impressionism,cityscape,1884,
80682.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life with Red Onions,Post-Impressionism,still life,1898,
83883.jpg,3cc9a44380296d93e68b71a27643c25f,Pierrot and Harlequin (Mardi Gras) ,Post-Impressionism,genre painting,1888,
75174.jpg,234c8d1df0b49b512791078cf00cf352,Banks of the Loing at Moret,Impressionism,landscape,1892,
23145.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Two girls,Post-Impressionism,genre painting,1890,
85337.jpg,1a8d67dbb446bdc4298cc0be56932a38,Palm Tree at Bordighera,Impressionism,landscape,c.1884,
70117.jpg,c6fae606cd997c751017bc18c4082e9f,Self-Portrait,Impressionism,self-portrait,1868,
51077.jpg,dd4989789d310581024ae2b9203d5439,Steps in Algiers,Impressionism,cityscape,c.1882,
27026.jpg,1a8d67dbb446bdc4298cc0be56932a38,Meadows in Giverny,Impressionism,landscape,1888,
17440.jpg,dd4989789d310581024ae2b9203d5439,Portrait of Charles and Georges Durand Ruel,Impressionism,portrait,1882,
56693.jpg,3cc9a44380296d93e68b71a27643c25f,Castle of Marines,Post-Impressionism,landscape,1890,
98103.jpg,dd4989789d310581024ae2b9203d5439,In summer (The Gypsy),Impressionism,portrait,1868,
19644.jpg,a6027a4ba71b61a55ea598379c9d508c,The Cafe Concert (The Song of the Dog),Impressionism,genre painting,1877,
51147.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Bathing in Etretat,Post-Impressionism,genre painting,1899,
61041.jpg,3cc9a44380296d93e68b71a27643c25f,View of Auvers,Impressionism,landscape,1873,
96523.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Divan,Post-Impressionism,genre painting,1893,
46469.jpg,3cc9a44380296d93e68b71a27643c25f,"Portrait of Victor Chocquet, Seated",Impressionism,portrait,c.1877,
6775.jpg,3cc9a44380296d93e68b71a27643c25f, Basket of Apples ,Post-Impressionism,still life,1895,
17426.jpg,3cc9a44380296d93e68b71a27643c25f,Mountains in Provence,Post-Impressionism,landscape,1890,
8107.jpg,3cc9a44380296d93e68b71a27643c25f,Chestnut Trees at the Jas de Bouffan,Post-Impressionism,landscape,1887,
57481.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Entrance to Giverny under the Snow,Impressionism,landscape,1885,
58105.jpg,a6027a4ba71b61a55ea598379c9d508c,Three Dancers in an Exercise Hall,Impressionism,genre painting,,
101979.jpg,c6fae606cd997c751017bc18c4082e9f,Portrait of Auguste Renoir,Impressionism,portrait,1867,
10228.jpg,49bb8d79587c2172c6cd04dd705fd891,St. Malo,Post-Impressionism,landscape,c.1907,
18730.jpg,3cc9a44380296d93e68b71a27643c25f,Still life with open drawer,Impressionism,still life,1879,
8267.jpg,74a1dad53214d04514269a188f16683a,Modern Rütli,Post-Impressionism,genre painting,1887,
93977.jpg,3cc9a44380296d93e68b71a27643c25f,Still Life with a Ginger Jar and Eggplants,Post-Impressionism,still life,1894,
83201.jpg,234c8d1df0b49b512791078cf00cf352,Saint Lubin Church,Impressionism,landscape,1886,
61801.jpg,1a8d67dbb446bdc4298cc0be56932a38,Clifftop Walk at Pourville,Impressionism,landscape,1882,
5699.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Willows,Impressionism,landscape,1880,
60688.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Wheat Field,Impressionism,landscape,1881,
94170.jpg,3cc9a44380296d93e68b71a27643c25f,The House of Dr. Gached in Auvers,Impressionism,cityscape,1873,
21813.jpg,a6027a4ba71b61a55ea598379c9d508c,Spartan Girls Challenging Boys,Impressionism,history painting,1860,
43862.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman with the Oriental Vase,Impressionism,portrait,1872,
48306.jpg,3cc9a44380296d93e68b71a27643c25f,Self-portrait with white turbaned,Post-Impressionism,self-portrait,1882,
38455.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Self-Portrait with Straw Hat,Post-Impressionism,self-portrait,1887,
75781.jpg,a6027a4ba71b61a55ea598379c9d508c,Study for Semiramis Building Babylon,Impressionism,sketch and study,1861,
77621.jpg,3cc9a44380296d93e68b71a27643c25f,"Houses in Provence, near Gardanne",Post-Impressionism,landscape,1886,
34872.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Antibes, Afternoon Effect",Impressionism,landscape,1888,
81293.jpg,1a8d67dbb446bdc4298cc0be56932a38,Landscape with Thunderstorm,Impressionism,landscape,,
36595.jpg,83518d02afc5754dd9e79985f56c3355,"The Place de la Republique, Paris",Post-Impressionism,cityscape,,
81397.jpg,1a8d67dbb446bdc4298cc0be56932a38,Adolphe Monet Reading in the Garden,Impressionism,genre painting,1866,
9329.jpg,3206630d0307a51332598b034e7075d6,The Priest,Impressionism,landscape,,
86237.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Dog Car,Impressionism,genre painting,1880,
18116.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Venice, Rio de Santa Salute",Impressionism,cityscape,1908,
90103.jpg,3cc9a44380296d93e68b71a27643c25f,Portrait of Madame Cezanne,Post-Impressionism,portrait,c.1885,
88247.jpg,1950e9aa6ad878bc2a330880f77ae5a1,A boy with pipe,Post-Impressionism,genre painting,1905,
29003.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Rocks at Port Coton, the Lion Rock",Impressionism,landscape,1886,
90409.jpg,7e4dc558dfaf1fde7eb908e370393d00,Sailing boats at Argenteuil,Impressionism,landscape,c.1888,
24981.jpg,3cc9a44380296d93e68b71a27643c25f,The House and the Tree ,Impressionism,cityscape,c.1874,
15904.jpg,a6027a4ba71b61a55ea598379c9d508c,The Box at the Opera,Impressionism,interior,1880,
16724.jpg,3cc9a44380296d93e68b71a27643c25f,Apples and Oranges ,Post-Impressionism,still life,c.1900,
804.jpg,1a8d67dbb446bdc4298cc0be56932a38,Charing Cross Bridge,Impressionism,cityscape,1903,
66099.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Last Crumbs (In The Restaurant La Mie),Post-Impressionism,genre painting,1891,
6226.jpg,821cc8348e92c1dd6e2308b4d578fa25,Anglers,Post-Impressionism,genre painting,1908,
62625.jpg,3cc9a44380296d93e68b71a27643c25f,The Lac d'Annecy ,Post-Impressionism,landscape,1896,
44051.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Portrait of Countess A. de Toulouse Lautrec,Post-Impressionism,portrait,c.1886,
94805.jpg,821cc8348e92c1dd6e2308b4d578fa25,Posters at Trouville,Post-Impressionism,genre painting,1906,
8936.jpg,1a8d67dbb446bdc4298cc0be56932a38,Bordighera,Impressionism,landscape,1884,
66988.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Oleanders and Books,Post-Impressionism,still life,1888,
